CONTENIDO A ANALIZAR;INTENSIDAD
si a los muchos emigrantes que llegan y son un cargo pará todos los tuvieran que atenter aquellos que apollan su recogida y asistencia...... igual cambianvan de opinión, no aportan nada positivo a la sociedad española y dejan una imagen de paí­s tercermundista cosa que está cerca;1
esta gentuza debe ser expulsada y los que les han dejado entrar encarcelados. se están cargando españa.;4
a esos cuatro habí­a que devolverlos a su paí­s y punto.;1
lo único de impacto aquí­ es ver cómo usais el catalán en portada.;1
la que nos ha liado el chinito...;1
nacionalidad?;1
los chinos mienten más que hablan, o más bien callan. y esta pandemia es de extrema gravedad y los culpables se van a ir de rositas.;3
los chinos harán lo que quieran hacer. tiene potencial para ello y les resbala lo que digan los demás paí­ses. miran por lo suyo...;3
los chinos se pueden ir todos a la puta mierda y que sigan comiéndose sus mocos y sus murciélagos. paremosles los pies y no permitamos que compren nuestras cosas.;4
nacionalidad de estos niños seres de luz? oh! calla...que esta mal visto exigir responsabilidades aunque hayan triturado a nuestro hijo que, como es autista, meh! ni se entera seguro.;1
queremos saber que van a hacer con estos individuos que luego todo se olvida y se deja en el limbo. a ver que piensan hacer con ellos. si son menores repatriacion a sus paises con sus papas. tanta proteccion al menor y resulta que estan en españa a su libre albedrio.;1
¿vacuna españa a los gibraltareños y a los marroquí­es que pasan a diario las fronteras con ceuta y melilla?;1
bloqueo comercial a china. por hdlp;4
"lo mismo que nada, 
ya sabemos el resultado de la investigación...
el informe va a concluir diciendo que china, 
nada tiene que ver con el virus,  que el culpable es donald trump,  blanca nieves y los siete enanitos,  porque no guardaban distancia y siempre andaban sin tapabocas";1
los chinos no permiten la entrada de los investigadores de la oms Â¡ algo huele a podrido en dinamarca!;1
marionetas al servicio del régimen chino.;1
chinos hijos de putas;4
chinos del orto;4
chinos hijos de puta;4
chinos hijos de puta, le deben al mundo todos los muertos de esta pandemia!;4
idiota y los británicos entrando a espuertas;4
chino cochino, bien lejos...;4
sudamericanos;1
una ametralladora y una alambrada y a tomar por saco ya!!!! el que quiera entrar con papeles y por lo legal..y si aun asi incumple la ley...nada de carcel...billete en primera a su pais de origen y que se lo coman con patatas!;5
china ?? pronto los zombis...;1
Â  Â  Â  que cogno hace un somali en alemania?!;4
puro teatro del agente chino en la casa blanca.;1
pues mira que las mujeres españolas están con muchos arabes;1
las autoridades sanitarias fastidiadas por no poder contabilizarlo como virus chino.;1
ahora el dinero viene, pero queda la segunda parte, que es que llegue a los empresarios y no a los inmigrantes.;1
boicot comercial a china;1
boicot comercial a china, incluidos restaurantes y comercios. ellos no han dudado en matarnos y hundirnos a todos.;3
hijos de la gran china !!!!;4
la comunidad internacional tiene que tomar medidas contra el gobierno chino. intenten no comprar nada que venga de china. les estamos ayudando a destruirnos, a hacerse cada vez más poderosos y eso ya nos está pasando factura.;3
el virus no es chino pero las sepas si es británica.;1
nacionalidad?;1
@pablodiez_abc chinos malditos!!! pagaran caro todo este desastre.;4
periodistas, dejen de esconder y alentar las violaciones en manada de inmigrantes.;1
rubius has lo que quieras que para algo no eres español .....;1
¿nacionalidad?;1
decid las cosas como son, cabrones..... menores estranjeros.....;4
tranquis las marroquí­es siempre tienen la barriga llena;1
no seque esperan para deportar esas basuras de europa asco es lo que me dan;4
moros de mierda hasta las narices de esta gentuza;4
una patada y a su puto paí­s;4
por los rasgos parece rumano;1
no pasa nada, son musulmanes. tienen barra libre en españa.;2
cepa británica del virus chino;1
de los chinos... ni agua.;1
putos chinos;4
nacionalidad???;1
menos los chinos que sabe dios que hacen en sus hospitales;1
paid vasco ,euskadi es in invento de los asesinos racistas y cavernicolas;4
"asi es, este bicho malo y la gente 
que lo ha soltado. puto virus chino.
ánimo a todos los que estais asi. fuerza!";4
china creó el virus;3
"ex menas???
entonces los que no somos inmigrantes y adultos, que somos?
ex niños?
ex menores?
ex adolescentes?
 se os ha visto el plumero desde liberia.";1
un experto de la oms dice que se pare la economí­a, que se hundan las empresas, y así­, pekí­n tendrá más fácil comprar medio mundo a precio de saldo. son unos genios estos chinos, y nuestros dirigentes de europa unos idiotas como el everest de grande.;4
como es china todos a callar no?;1
los venecos son graciosos.;1
deportación inmediata;1
para batirla no son brutos ..gallegos hdp!!!;4
¿deportación?...;1
inmigrante;1
jajajajjajajajajjajajajajajaja ycontra los chinos nada? dejen de romper las bolas;4
y los chinos qué dicen ...????;1
china, no os creáis nada, todo prohibido, montajes para que todo parezca normal y que todo se ha arreglado, mentira, nos quieren hacer creer en una nueva normalidad, pero es mentira, este virus ha sido manipulado y nos costará muchos años poder cogerle el pulso a las distintas mutaciones que tenga... todo ya estaba pensado por los responsables de este engendro.;3
el invasor chino no se da por vencido y sigue reivindicando su derecho a comer pulmones.;3
china:-el colonavilus llegó a china en calne de mulciélago de impoltación;3
asqueroso régimen asesino de china , algun dia pagareis por infectar al mundo con vuestros virus .;5
dentro de poco españa sera como china, en cuanto a los derechos de los ciudadanos se refiere.el gobierno es igual de mentiroso y manipulador que el chino;3
@democraticus #5 pues que vengan a españa, que aquí­ hay hoteles para todos ellos. nos sobra el dinero y primero la gente inmigrante.;1
@kheops #4 a los conquistadores chinos..;1
italia es un paí­s mafioso;2
el retraso andalu es estotwitter.com/eldiarioes/status/1352289854244192257;1
como nos jode china;4
que se los hagan a todos los chinos.;1
el cuento chino.!;1
estiscchino son los culpables de esta vaina a lo mejor es un arma biológica y están jodiendo al mundo;4
nacionalidad? como no decí­s nada al respecto supongo que no será español y toca ocultar la nacionalidad no vaya a ser que los progres os quiten la subvenciones.;1
el virus es chino. pero ahora lo mas importante son las variantes...;1
estos chinos, siempre dando por culo;4
patada en el culo y a su paí­s.;4
nacionalidad andorrana seguro.;1
chinos desgraciados;4
china nos toma el pelo;1
putos chinos...no paran de dar x culo...;4
patetica esta noticia de messi y barca ahora con las miles de familias sin recursos, enfermedades y el problema de la inmigracion en canarias!!!! gobierno espanol hagan algo ya !!!!!!!!;4
china como siempre dando por culo. literalmente;4
ex- menas? que es nueva categorí­a de inmigrantes?;1
que se los metan por el culo los chinos nunca mejor dicho!!!!;4
marroquí­es;1
decimos su nacionalidad??;1
inmigrantes ilegales....;1
chinos hotas;1
cuanto está recibiendo cruz roja por recibir a inmigrantes todos los dí­as ?;1
desgraciados chinos;4
@albertcastillon será inmigrante?;1
china sigue haciendo lo que le da la gana con la venia total de gobiernos y medios de comunicación occidentales.;3
malditos chinos;4
israel si asesino al mismo dios. cualquier cosa podrí­a hacer esa nefasta nación.;4
putos chinos. nos van a traer problemas. que vuelva trump, los tení­a a raya;4
el virus chino dejó de existir hace más de 6 meses.;1
virus chino, exacto.;1
el virus es made in china.;3
Â¡menuda cara de bruto tiene el rumano!;4
este asesinato hay que apuntarlo en la cuenta de rumaní­a;1
este bestia era extranjero, vaya que raro!!;4
un asqueroso judio multimillonario menos.;4
pero si el sudaca parece él xd.;4
malditos chinos.;4
cí­nico, mentiroso!!!! . y los periodistas seguir dando cobertura a todo esto. cuando pase una desgracia a quien echareis la culpa????;4
se está tardando demasiado en bombardear china;5
a ver la que han liao los chinos ahora.;2
chino ladrón q roba millones en pesca ilegal en atlántico sur de arg.;4
al gobierno chino hay que castigarlo a nivel mundial;1
chinos de porquerí­a...el covid fue creado intencionalmente,  no hay duda!!!;4
cuando habláis dl resto del mundo incluí­s a china?;1
marruecos alienta la inmigración para desestabilizar españa;3
a los ancianos enfermos de covid que llevan 40 años cotizados no les pongas tv para que se distraigan mientras pasan solos la enfermedad, eso si, a los inmigrantes ilegales ponedles hoteles 5 estrellas pagados por los contribuyentes. sois el panfleto más asqueroso que existe.;4
"y era extranjero fijo no? seguro que no lo dicen...yven este puttooo periódico más.
.";4
a ver!! s. o. s racismo, femi-nacis y demás cuchipandi, donde andáis??;1
con el gobierno que hay solamente españa aspira ser cuba-venezuela nada más;2
así­ empezaron hitler y stalin con sus campos de concentración;1
@jjtop #79 pero tus padres irian a trabajar , a respetar, a integrarse y a callar. aqui vienen a parasitar, de trabajar ni intencion, de integrarse ni hablamos. esa es la diferencia , espabilao. y prefiero ser de vox antes que de la ultra izquierda parasita, llena de vagos e incentivadora de ni se sabe. la estupidez y la ignorancia, tarde o temprano ...se paga.;2
@veiron #160 pues puedo seguir hasta la eternidad repartiendo demagogia. mira, ¿ a alguien le importa que las colas del hambre crezcan dí­a a dí­a mientras sufragados el alojamiento de los ilegales a razón de 300.000 â‚¬ diarios que pagamos todos?. a mi sí­ me importa porque me afecta a mi, a mi familia, a mis amigos, a mi entorno más cercano. o simplemente porque no soy gilipo...;2
@hoptimista #85 estás como una chota, y para colo eres catalán. no tienes derecho a opinar en españa. fuera catalanes de españa.;4
insisto catalanes, deberí­ais tener un poco de amor propio y largaos, en españa no sois bienvenidos, bueno por una mayorí­a.;3
@catlliure #214 a ver si es verdad y os largáis, aunque solo sois unos cantamañanas, os vais, os habéis ido, pero todos los dí­as tenemos catalanes llorando por los foros españoles y en español. sois patéticos, mira una cosa es cierta cada dí­a los catalanes son más apreciados en españa. fuera catalanes de españa.;4
cuando un payo es un ceo, en vez de director, gerente, etc., vamos ya mal porque apesta a emprendedor neoliberal capitalista saqueador;4
la vida del policí­a, la de los inmigrantes y la de cualquier rata vale más que la vuestra, fascistas.;1
los vasquitos no saben ya vivir de trabajar, tienen que vivir del trabajo de los españoles;3
pues los yijaidistas les meten en hoteles de 4 estrellas los perros sociatas y a los españoles polideportivo sinverguenza de gobierno.;2
corrupsoe=90.000 muertos+7.000.000 de parados+200.000 empresas quebradas+invasion de inmigrantes delincuentes contagiados pagados por el desgobierno(9.000.000 de euros diarios los alojados en hoteles canarios)+falta de libertades constitucionales;1
estará con algún polí­tico progre colombiano cuadrando las vacunas que van a donar a colombia? jajajajaj;1
huele a facha desde china.;1
un muy mucho español quiere a españa. este vemos que no le importa españa Â¡que se vaya y se quede en andorra! además, ese peinado es de comunista.;1
